4 brethren
3 breve
10 brevity
9 brew
5 brewing
24 bribe
10 bribery
16 brick
3 bridal
4 bride
4 bridegroom
3 bridesmaid
8 bridge
22 bridle
8 briefly
5 brig
4 brigade
4 brighten
4 brightness
5 brilliant
5 brim
3 brimming
4 brimstone
4 brine
3 bring
5 brink
9 brisk
5 bristle
5 brittle
4 broadcast
11 broadside
3 brocade
12 broil
3 broke
15 broken
5 broker
5 brokerage
4 bronco
9 bronze
4 brood
11 brooding
3 brook
5 broom
5 broth
10 brothel
13 brother
16 brotherhood
3 brotherly
13 brow
4 brown
10 bruise
5 brunette
8 brunt
20 brush
5 brutal
10 brutality
8 brute
5 bubble
7 bubbling
8 buck
4 bucket
5 buckle
5 buckled
4 bud
9 buddy
4 budge
7 budget
5 buffalo
8 buffer
4 buffet
7 bug
9 bugaboo
4 buggy
9 bugle
4 build
5 builder
4 building
4 buildings
8 bulb
12 bulbous
4 bulge
15 bulk
5 bulkhead
5 bulky
10 bull
9 bulldog
5 bulldozer
8 bullet
10 bulletin
5 bulletproof
9 bullock
8 bully
5 bulwark
13 bum
4 bummer
5 bump
5 bun
4 bunch
4 bundle
3 bungalow
3 bunk
9 bunker
5 bunt
7 buoy
7 buoyancy
11 bur
3 burden
8 burdensome
29 bureau
4 bureaucracy
4 bureaucrat
3 burglar
4 burglary
9 burial
10 buried
4 burke
5 burlap
10 burlesque
5 burly
18 burn
3 burner
5 burning
4 burnished
4 burnout
10 burnt
9 burr
3 burrow
8 bursary
40 bury
9 bus
5 bush
16 bushel
5 bushy
7 business
6 buss
3 bust
5 busted
5 bustle
5 bustling
10 busy
6 butane
5 butcher
5 butler
6 butt
13 butter
3 butterfly
4 buttery
5 buttock
3 button
9 buttress
3 buxom
4 buy
13 buyer
4 buying
15 buzz
3 buzzed
4 buzzer
3 bye
10 bygone
4 bylaw
13 bystander
3 byte
5 cab
8 cabal
3 cabbage
7 cabin
12 cabinet
13 cable
5 cabriolet
3 cache
10 cacophony
8 cad
5 cadaver
4 caddy
24 cadence
8 cadet
4 cafe
10 cage
4 cairn
4 cake
4 calamity
3 calcareous
11 calculate
5 calculated
4 calculating
24 calculation
7 calculator
5 calculus
4 calendar
4 calender
11 calf
7 caliber
3 calibrate
4 calico
4 calipers
6 call
5 calligraphy
6 calling
8 callous
4 calls
3 calm
5 calmness
5 caloric
5 calorie
4 calorimeter
4 cam
4 camber
4 camel
3 cameo
4 cameraman
5 camisole
8 camouflage
5 camouflaged
10 camp
5 campaign
4 campaigner
4 campaigning
3 campus
7 canal
5 canary
10 cancel
4 canceling
5 cancellation
10 cancer
11 candid
3 candidacy
9 candidate
4 candied
7 candle
9 candlelight
5 candlestick
7 candor
3 candy
8 cane
3 canine
5 canister
26 canker
5 cannibalism
5 canning
13 cannon
4 canoe
6 canon
3 canonical
4 canons
5 canopy
4 canteen
4 canterbury
4 cantilever
3 canto
3 canton
9 canvas
3 canvass
8 cap
10 capability
4 capable
5 capacity
8 cape
7 caper
5 capillary
6 capital
3 capitalist
8 capitals
4 capitation
3 capitol
5 capitulation
3 caprice
8 capricious
5 caps
13 capsule
13 captain
5 caption
24 captivate
5 captivating
8 captive
5 captivity
5 captor
4 capture
4 car
3 caramel
3 carat
10 caravan
8 carbon
9 carcass
5 carcinoma
10 card
4 cardigan
34 cardinal
5 cardiomyopathy
4 cards
3 care
9 career
8 careful
5 carefully
9 carelessness
3 caress
3 caret
4 caretaker
36 cargo
5 caribou
4 caricature
5 caries
5 carnage
5 carnal
4 carnation
4 carnivorous
28 carol
3 carousel
5 carpenter
4 carriage
4 carried
10 carrier
3 carry
3 carrying
13 cart
10 cartel
5 carter
8 cartilage
5 cartographic
4 cartography
4 cartoon
8 cartouche
3 cartridge
5 carve
5 carver
5 carving
4 cascade
8 case
5 casein
7 cash
5 cashier
4 cashmere
4 casing
3 casino
5 cask
5 casket
5 cast
5 caste
10 caster
10 castle
3 castor
7 casual
3 casually
3 casualty
8 cat
4 catabolism
8 catalog
8 catalogue
3 catalysis
3 catalytic
4 catamaran
4 catapult
4 cataract
13 catastrophe
12 catch
5 catching
9 catechism
4 categorical
10 category
4 cater
4 caterer
3 caterpillar
3 cates
10 cathartic
3 cathedral
5 catheter
5 catholic
3 catnip
11 cattle
5 caucus
8 caudal
4 caulk
5 causal
5 causality
11 causation
3 caused
4 causeway
13 caution
5 cautionary
3 cautious
4 cautiously
6 cavalry
26 cave
8 caveat
5 cavern
5 cavernous
3 cavity
9 cayenne
5 cease
6 ceaseless
15 cede
13 ceiling
4 celebrant
7 celebrated
5 celebrating
9 celebration
9 celebrity
12 celestial
5 celibacy
9 cell
10 cellar
3 cellular
4 celluloid
4 cement
3 cemented
4 cemetery
8 censor
5 censure
10 census
7 cent
3 centenary
7 centennial
12 center
3 centimeter
8 central
4 centrality
7 centralization
7 centralize
5 centrally
4 centrifugal
5 centrifuge
3 centurion
4 century
5 ceramics
3 cereal
8 cereals
5 cerebral
3 ceremonial
7 ceremony
4 certainty
10 certificate
9 certify
6 cess
4 cessation
9 chaff
5 chafing
4 chagrin
3 chain
19 chair
4 chairman
5 chairperson
4 chairwoman
4 chaise
5 chalet
4 chalice
28 chalk
23 challenge
14 chamber
4 chambers
9 chameleon
3 champagne
9 champion
15 chance
13 chancellor
5 chandelier
5 chandler
59 change
34 changeable
4 changed
3 changer
4 changing
29 channel
12 chant
14 chaos
4 chaotic
5 chap
3 chapel
8 chaplain
5 chapman
4 chaps
10 chapter
5 char
5 character
53 characteristic
5 characterize
8 charade
55 charcoal
9 charge
3 chargeable
10 charger
4 chariot
4 charitable
5 charity
8 charm
6 charmed
3 charmer
5 charming
10 chart
9 charter
8 chartered
5 chase
9 chasm
5 chastisement
7 chastity
3 chat
4 chateau
4 chatter
4 chattering
13 chatty
4 chauffeur
10 cheap
9 cheat
5 check
3 checker
4 checkered
4 checkers
4 checklist
3 cheek
3 cheeks
3 cheep
6 cheer
10 cheerful
8 cheerfulness
16 cheering
4 cheery
4 cheesecake
5 cheetah
4 chemise
9 chemist
3 chemistry
4 cheque
8 cherish
4 cherry
7 chest
5 chestnut
4 chevron
5 chew
5 chic
7 chicane
8 chicken
12 chief
8 chiefly
5 chieftain
8 child
4 childhood
30 childish
12 chill
5 chilly
8 chime
6 chimera
3 chimes
10 chimney
4 china
4 chine
4 chinook
5 chip
3 chipping
30 chirp
5 chisel
5 chit
3 chivalry
6 chloroform
7 chocolate
6 choice
9 choir
49 choke
5 cholera
5 choose
4 choosing
8 chop
3 chopping
8 chops
3 choral
12 chords
10 chore
32 chorus
3 chosen
4 chowder
3 christening
5 chromatic
5 chromatography
4 chromosome
3 chronic
7 chronicle
5 chronological
7 chuck
10 chuckle
5 chunk
9 chunky
6 church
4 churchyard
6 churn
4 chute
5 chutney
8 ciao
4 cider
4 cigar
5 cigarette
4 cinch
9 cinder
3 cinema
4 cinematographer
10 cinematography
8 cinnamon
4 cipher
9 circle
5 circling
6 circuit
8 circular
28 circulate
15 circulation
9 circumcision
5 circumference
5 circumferential
5 circumscribed
10 circumstance
5 circumstantial
8 circumvention
4 circus
4 cirrus
9 cistern
5 citadel
3 citation
6 citizen
5 citrine
5 city
4 civic
3 civil
5 civilian
4 civility
10 civilization
4 civilized
4 clad
9 claim
8 claimant
4 clairvoyant
5 clam
6 clamor
8 clamp
9 clan
5 clandestine
8 clap
6 clarify
4 clarinet
4 clarion
4 clarity
5 clash
40 clashing
8 clasp
38 class
8 classic
3 classical
3 classics
4 classification
4 classify
3 classmate
7 clatter
5 clause
4 clauses
3 claw
5 claws
32 clay
6 clean
4 cleaning
3 cleanliness
4 cleanly
3 cleanse
4 cleansing
66 clearance
5 clearing
4 clearness
7 cleavage
4 cleave
3 clef
9 cleft
5 clemency
3 clergy
3 clergyman
4 clerical
10 clerk
5 clerkship
5 clever
4 cleverness
5 click
9 client
4 clientele
10 cliff
7 climate
5 climatology
8 climax
4 climb
4 cling
5 clip
3 clipper
7 clipping
10 clique
14 cloak
5 clock
4 clockwork
8 clog
8 cloister
8 close
5 closed
10 closeness
5 closet
8 closure
5 clot
8 cloth
4 clothe
4 clothes
4 clothesline
9 clothing
5 cloud
15 clouded
4 cloudiness
14 cloudy
3 clover
5 cloves
7 clown
4 club
4 clubhouse
4 clubs
10 clue
7 clump
8 clumsy
5 cluster
8 clutch
7 clutches
3 clutter
9 coach
6 coagulation
4 coal
4 coalesce
9 coalition
41 coast
3 coastal
3 coaster
15 coat
10 coating
11 coax
4 cobalt
3 cobble
6 cobbler
5 cobra
4 cocaine
10 cock
12 cockpit
3 cocktail
4 cocoa
4 cocoon
4 cod
9 code
4 codification
4 codify
9 coefficient
8 coerce
7 coercion
5 coercive
7 coexist
38 coexistence
4 coexisting
3 coffee
6 coffin
16 cog
8 cogent
9 cognate
4 cognition
4 cognitive
3 cohabitation
8 coherence
4 coherent
4 cohesion
3 cohort
5 coil
4 coiled
11 coin
51 coincide
18 coincidence
4 coincident
5 coinciding
4 coke
8 cold
4 coldly
12 coldness
5 colic
4 collaborator
8 collapse
106 collar
13 collate
7 collateral
6 collation
12 colleague
4 collect
4 collected
4 collection
4 collective
9 collectively
7 collector
4 college
5 collegiate
4 collide
3 collie
28 collision
10 collocation
8 colloquial
7 collusion
3 colon
5 colonel
4 colonial
8 colony
6 colophon
4 color
7 coloration
3 colored
18 coloring
5 colorless
6 colors
5 colossal
7 colt
7 column
3 columnar
16 coma
14 comatose
7 comb
8 combat
5 combatant
8 combative
8 combination
5 combinatorial
4 combine
5 combined
8 combustible
4 combustion
3 comedy
7 comet
57 comfort
4 comforter
9 comic
3 comical
7 coming
9 comma
10 command
4 commandant
3 commander
9 commanding
9 commemorate
11 commemoration
3 commemorative
3 commence
4 commend
9 commendable
8 commensurate
10 comment
9 commentary
9 commentator
4 commerce
5 commercial
7 commissary
17 commission
7 commissioner
3 commit
3 committal
